Hit Count,Page No,Product URL,Product Name,Product Price,Rating,Number of Reviews
246,15,https://www.amazon.in//Osaka-Pro-Waterproof-Accessories-Others-Made/dp/B081Z1TVPQ/ref=sr_1_232?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-232,"Osaka Pro Series-11 Waterproof DSLR Backpack Camera Bag, Lens Accessories Carry Case for Nikon, Canon, Olympus, Pentax & Others-Made in India",830,3.9,567
247,15,https://www.amazon.in//Anti-Theft-Backpack-Expandable-Water-resistant-Convertible/dp/B0B6FZ3YNV/ref=sr_1_233?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-233,"Golden Wolf Backpack 35L Expandable Travel Backpack for Men and Women Anti-theft Laptop Bag with Lock Water-resistant Convertible Backpack with USB Port Travel Business College Bag for Men,Black","2,564",4.4,37
248,15,https://www.amazon.in//Casual-Travel-Backpack-School-College/dp/B09PVCF9F8/ref=sr_1_234?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-234,Airish 45 ltrs (46 Cms)Backpack(ARU-202_Green),664,3.6,156
249,15,https://www.amazon.in//Ace-Laptop-Backpack-Charging-College/dp/B09ZB5HGWB/ref=sr_1_237?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-237,Large 26L Ace Laptop Backpack Laptop Bag | Office Bag With USB Charging Port | College Bag,569,4.0,1
250,15,https://www.amazon.in//Half-Moon-Resistant-Laptop-Backpack/dp/B09842K4RQ/ref=sr_1_238?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-238,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",699,3.9,300
251,15,https://www.amazon.in//DARK-HORSE-Briefcase-Messenger-Compartment/dp/B0BJZF92F6/ref=sr_1_239?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-239,"DARK HORSE Laptop Bag Leather Briefcase 15.6 Inch Messenger Bag Satchel for Men, Padded Laptop Compartment 12 Liters , Water Resistant Shoulder Bag with Strap, Durable Office Bag, for Laptop/Notebook/MacBook",599,3.9,16
252,15,https://www.amazon.in//Resistance-Backpack-Students-Compartment-50x37x26Cm/dp/B09X5Y2CB2/ref=sr_1_240?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-240,Wooum 48 L Casual Water Resistance Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with 15.6 Inch Laptop Compartment 50x37x26Cm,569.,3.6,57
253,15,https://www.amazon.in//Storite-Grocery-Shopping-Reinforced-40x20x33-cm/dp/B079T66RBW/ref=sr_1_241?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-241,"Storite Pack of 2 Heavy Duty Canvas Grocery Shopping Bags with Reinforced Handles (40x20x33-cm, Green)",519,4.3,"2,107"
254,15,https://www.amazon.in//Hilfiger-Connor-Backpack-TH-CONNORLAP20/dp/B07N8HPP97/ref=sr_1_242?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-242,Tommy Hilfiger Connor 23 Ltrs Black Laptop Backpack (TH/CONNORLAP01),"1,559",4.1,151
255,15,https://www.amazon.in//Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-243,"Arctic Hunter Laptop Backpack, Premium Business Backpack Office Travel Laptop Bag with 15.6-inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Thick, Large Capacity Padded Backpack for Men and Women","5,699",4.3,66
256,15,https://www.amazon.in//Gear-Polyester-Laptop-Backpack-LBPECO1000109/dp/B012NW1H1I/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1679492208&sprefix=ba%2Caps%2C283&sr=8-244,Gear ECO 1 Black Orange Red Laptop Backpack,854,4.3,"1,357"
257,16,https://www.amazon.in//Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07G7LDLJ7/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-243,wildcraft Work Packs'18 21 ltrs red Laptop Backpack (Streak),"1,399",4.0,64
258,16,https://www.amazon.in//xcluma-Diaper-Changing-Mother-Handbag/dp/B07PFL5Z3W/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-244,xcluma Baby Diaper Nappy Changing Baby Diaper Bag Mother Bag Mummy Bag Handbag (4 Pcs Set- Pink),999,4.3,"1,538"
259,16,https://www.amazon.in//Wesley-briefcase-professional-Briefcase-messenger/dp/B0BJVDN7VT/ref=sr_1_245?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-245,Wesley office Laptop Bag briefcase notebook professional business 15.6 Inch Briefcase messenger sling Water resistant Laptop Bag Tablet Business Carrying Handbag for Women and Men (Charcoal Black),471,4.0,"1,180"
260,16,https://www.amazon.in//PUMA-Laptop-Backpack-Black-White/dp/B08BTMMB23/ref=sr_1_246?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-246,PUMA Laptop Backpack IND I Black- White,"1,099",3.9,133
261,16,https://www.amazon.in//Half-Moon-Resistant-Laptop-Backpack/dp/B09B68N8LT/ref=sr_1_247?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-247,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Airport Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",699,3.8,192
262,16,https://www.amazon.in//HP-Backpack-Laptop-Chromebook-1D0M5PA/dp/B08FM6X8KZ/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-248,HP 5 ltrs (2 cms)backpack(1D0M5PA_black),"1,219",4.2,926
264,16,https://www.amazon.in//POSSHUSA-Backpack-Charging-College-Suitable/dp/B0BX8ZZ769/ref=sr_1_250?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-250,POSSHUSA 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,630,New to Amazon,14
265,16,https://www.amazon.in//American-Tourister-FS0-41-002/dp/B07S13B1HR/ref=sr_1_253?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-253,American Tourister Spin 49 cms Navy Laptop Backpack,"1,699",4.2,"1,135"
266,16,https://www.amazon.in//PrimeBox-Shoulder-Lightweight-Resistant-Activity/dp/B0BR17PDX8/ref=sr_1_254?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-254,PrimeBox Travel Duffel Bag Sports Tote Shoulder Gym Bag Womens Travel Bags Lightweight Water Resistant Workout Bag for Sports Activity Pack of 1 Black Color,299,New to Amazon,"1,135"
267,16,https://www.amazon.in//Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_255?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-255,Wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,474.,3.9,220
268,16,https://www.amazon.in//Kuber-Industries-Lightweight-Toiletry-Carrying/dp/B0B45QRYHY/ref=sr_1_256?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-256,Kuber Industries Rexine Lightweight Travel Toiletry Bag Shaving Kit with Carrying Strap (Grey) 54KM4283,231,4.0,37
269,16,https://www.amazon.in//Half-Moon-Waterproof-Backpack-Students/dp/B0BR149RMT/ref=sr_1_257?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-257,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Black),699,3.8,9
270,16,https://www.amazon.in//MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09S9ZDW2X/ref=sr_1_258?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-258,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",324,4.2,50
271,16,https://www.amazon.in//Half-Moon-Waterproof-Laptop-Compartment/dp/B09XLNNQC1/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-259,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,"1,299",4.1,"1,017"
272,16,https://www.amazon.in//SAEKOS-Stylish-Backpack-Shoulder-Silicone/dp/B0B3D9B2D4/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1679492263&sprefix=ba%2Caps%2C283&sr=8-260,"SAEKOS Minnie pop it Bag | Fidget Popit Stylish Backpack Shoulder Bag | Cute Silicone Purse, Pouch | for Kids, Women | Black Red (Pack of 1)",389,4.0,22
273,17,https://www.amazon.in//Backpack-Business-Computer-Luggage-Resistant/dp/B084LBMKMT/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-259,"Arctic Hunter Backpack 15.6 Inch Laptop Bag Water-Resistant Slim Business Backpack for Office Travel School Smart Bag with USB Port for Men and Women, Black","2,659",4.3,115
274,17,https://www.amazon.in//Wildcraft-CL2-laptop-bagpack-Black/dp/B00L14FKD6/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-260,Wildcraft CL2 Laptop bagpack (Black),"1,585",4.1,176
275,17,https://www.amazon.in//PACKNBUY-Diaper-Mother-Maternity-Backpack/dp/B07Z853TJN/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-261,PACKNBUY Diaper Bag for Babies Mother Hospital Maternity Baby Bags (Blue),"1,499",4.2,13
276,17,https://www.amazon.in//Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_262?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-262,Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow,854,4.2,"1,420"
277,17,https://www.amazon.in//DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-263,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,296,3.8,"2,292"
278,17,https://www.amazon.in//F-Gear-Sedna-Laptop-Backpack-Brown/dp/B072N83D9M/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-264,F Gear Sedna 27 Liters Laptop Backpack Sch Bag(Brown),926,4.1,156
279,17,https://www.amazon.in//Backpack-Business-Backpacks-Charging-Resistant/dp/B094DGXXR5/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-265,"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook",989,4.1,107
280,17,https://www.amazon.in//Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-266,Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,702,4.3,325
281,17,https://www.amazon.in//Roop-Fashion-Drawstring-Multipurpose-Activities/dp/B0847L8W6N/ref=sr_1_269?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-269,"Roop Fashion Plain Chain Drawstring Bag, Multipurpose Unisex Drawstring, Gym, Travel, Hiking, Camping, Summer Camp and More Outdoor Activities, Multicolor Bag",199,3.1,50
282,17,https://www.amazon.in//Leatherette-Executive-messenger-multiple-compartments/dp/B099NM8621/ref=sr_1_270?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-270,"Zipline Synthetic Leather Executive SMALL messenger bag Briefcase for upto 13"" Laptop/Tablet for men women with multiple compartments (1-Tan Bag)",938,3.9,366
283,17,https://www.amazon.in//uppercase-Backpack-1600EBP1-resistant-sustainable/dp/B0B68ZS5G1/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-271,"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty",950,4.2,171
284,17,https://www.amazon.in//Aristocrat-Unisex-Oxford-Fabric-28-82L/dp/B09ZV86P4S/ref=sr_1_272?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-272,Aristocrat Unisex Black Oxford Fabric 28.82L Laptop Bags,792,3.5,44
285,17,https://www.amazon.in//F-Gear-Samurai-Black-Laptop-Backpack/dp/B071F2M8CW/ref=sr_1_273?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-273,F Gear Samurai Black 30 liter Laptop Backpack Sch Bag,892,4.1,83
286,17,https://www.amazon.in//Wildcraft-Laptop-Trident-XL-2_Black/dp/B019DWD8SQ/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-274,wildcraft Nylon 40 ltrs Black Laptop Bag (Trident XL 2_Black),"2,999",4.4,564
287,17,https://www.amazon.in//GreenLands-SG-Backpack-QUAD-L-Grey/dp/B08ML7RWG6/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-275,"GREENLANDS 42 Litres Quad Backpack/Bag with Rain Cover for Travel, Upto 17” Laptop, School/College and Work Lightweight and Stylish Bag Men and Women- Light Grey","1,742",3.8,90
288,17,https://www.amazon.in//Skybags-Arthur-Laptop-Backpack-Grey/dp/B07SRFGK6H/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1679492321&sprefix=ba%2Caps%2C283&sr=8-276,"Skybags Arthur 30 L Laptop Backpack (Grey), Free Size (PLBPARTHGRY)","1,499",3.9,587
289,18,https://www.amazon.in//F-Gear-Talent-Laptop-Backpack-Grey/dp/B078KS2FX1/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-275,"F Gear Talent Laptop Backpack With Rain Cover 32 Liters (Grey,Black)",931,4.4,"1,103"
290,18,https://www.amazon.in//SKYTONE-Cosmetic-Bag-Cosmetics-Organizer/dp/B0BV358QKF/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-276,"SKYTONE Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer (Pink)",749,3.7,23
291,18,https://www.amazon.in//Gear-Compact-Business-Backpack-BUSCOMPACT001/dp/B08D73QVTD/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-277,Gear Compact Business 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,759,4.3,557
292,18,https://www.amazon.in//F-Gear-Millionaire-Doby-Black-Laptop-Backpack/dp/B07XMLCYTH/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-278,F Gear Millionaire Doby 36 Ltrs Black Laptop Backpack (3201),986,4.0,29
293,18,https://www.amazon.in//Cosmus-Casual-Backpack-Charger-College/dp/B09HX54TGF/ref=sr_1_279?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-279,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Maroon College Bag,"1,181",4.2,"1,365"
294,18,https://www.amazon.in//Business-Casual-Compartment-Resistant-Backpack/dp/B08N6HSJJ5/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-280,URBAN WOLF 30L Casual Dual Compartment Water Resistant Laptop Backpack Unisex Bags for Office/ Travel/ Business/ College/ School (Black),719,4.0,924
295,18,https://www.amazon.in//Wildcraft-Casual-Backpack-12245_Folk_Navy-HxWxD/dp/B083698S54/ref=sr_1_281?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-281,Wildcraft 31.5 Ltrs Pack 2 Folk Navy Casual Backpack (12245_Folk_Navy)(HxWxD : 18.5x13x8)(inches),"1,535",4.3,67
296,18,https://www.amazon.in//HOUSAI-Twisted-Handles-Gifting-Shopping/dp/B09NW23HSV/ref=sr_1_282?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-282,"HOUSAI: pack of 30 Plain white Paper Bags with Twisted Handles Suits in Gifting, Shopping & Food Packing, W/G/H = 8.5""X4""X11.5"" inch (Small)",558,3.9,9
297,18,https://www.amazon.in//Tommy-Hilfiger-Orlean-Polyester-Overnighter/dp/B0BDS1RVPP/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-285,Tommy Hilfiger Orlean Plus Unisex Polyester Overnighter with 15 Inch Laptop Pocket Dark Black,"3,649",4.1,21
298,18,https://www.amazon.in//AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM/ref=sr_1_286?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-286,"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women, Blue- with Warranty",949,3.9,"1,267"
299,18,https://www.amazon.in//Wildcraft-Packs18-Laptop-Backpack-ACE/dp/B07GS9ZWFX/ref=sr_1_287?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-287,Wildcraft Work Packs'18 25 Ltrs Blue Laptop Backpack (ACE),"1,625",3.6,10
300,18,https://www.amazon.in//House-Quirk-Toiletry-Waterproof-Zippered/dp/B09G364GX5/ref=sr_1_288?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-288,"House of Quirk Clear Toiletry Bag, Wash Make Up Bag PVC Waterproof Zippered Cosmetic Bag, Portable Carry Pouch for Women Men (Set of 3 Bag Black)",675,4.4,470
301,18,https://www.amazon.in//F-Gear-Milestone-Casual-Laptop-Backpack/dp/B08FX1R6WY/ref=sr_1_289?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-289,F Gear Milestone Olive Casual 20 Ltrs Laptop Backpack (3376),"1,089",4.0,678
302,18,https://www.amazon.in//Veneer-Business-Briefcase-Resistant-Messenger/dp/B08Z619V6Z/ref=sr_1_290?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-290,"Veneer Laptop Bag 15.6 Inch, Business Briefcase for Men Women, 15inch Water Resistant Messenger Shoulder Bag with Strap, Durable Office Bag, for Computer/Notebook/MacBook",995,4.2,"2,993"
303,18,https://www.amazon.in//Storite-Leather-Sling-Bag-Brown/dp/B08TR8RMNH/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-291,"Storite Stylish Small PU Leather Sling Cross Body Travel Office Messenger One Side Shoulder Bag for Men Women(Brown, 20.5x9x16.5cm)",799,4.1,828
304,18,https://www.amazon.in//Leatherette-Executive-messenger-multiple-compartments/dp/B099NLKTNT/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1679492376&sprefix=ba%2Caps%2C283&sr=8-292,"Zipline Synthetic Leather Executive small messenger bag for upto 13"" Laptop/Tablet for men women with multiple compartments (1-Black Bag)",938,3.8,58
305,20,https://www.amazon.in//Polyester-Bagpack-Spacious-Shoulder-Travelling/dp/B0BLHBD7N6/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1679492434&sprefix=ba%2Caps%2C283&sr=8-307,"Space Full School and Laptop Bag, Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping (Black Color, Pack Of 1)",399,5.0,2
306,20,https://www.amazon.in//PUJI-Bag-overnight-weekender-Multicolor/dp/B0B3RTVM2J/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1679492434&sprefix=ba%2Caps%2C283&sr=8-308,"PUJI Travel Duffel Bag, overnight shoulder Bag, weekender carry on for women, Women's travel bags Shoulder Weekender Overnight Bag for Women, sports Gym Bag, Sports Tote Gym Bag, workout duffel bag (SIMPLE BAG)( Multicolor )",559,3.8,161
